交易号,商品编码,商品名称,品类,数量,交易日期,单价(元)
103759,SKU59025,胡萝卜,生鲜蔬果,2,2026-02-07,76.7
103759,SKU24765,土豆,生鲜蔬果,1,2026-02-07,72.17
103759,SKU96543,洗洁精,日化清洁,4,2026-02-07,21.2
103759,SKU47701,白菜,生鲜蔬果,4,2026-02-07,45.84
103759,SKU69112,酵母,烘焙用品,3,2026-02-07,55.39
103760,SKU95222,沐浴露,日化清洁,2,2026-04-14,23.59
103760,SKU10488,牛奶,食品饮料,2,2026-04-14,65.14
103760,SKU40969,黄瓜,生鲜蔬果,2,2026-04-14,36.92
103761,SKU49639,鸡翅,肉禽蛋品,2,2026-03-05,17.2
103761,SKU74124,香草精,烘焙用品,1,2026-03-05,4.25
103761,SKU19141,三文鱼,肉禽蛋品,3,2026-03-05,9.26
103761,SKU84521,粉丝,火锅食材,1,2026-03-05,62.98
103761,SKU44667,油纸,烘焙用品,2,2026-03-05,49.61
103761,SKU85409,白菜,生鲜蔬果,1,2026-03-05,47.26
103762,SKU14942,纸巾,日化清洁,1,2026-07-12,19.24
103762,SKU87751,消毒液,日化清洁,2,2026-07-12,15.39
103762,SKU48250,薯片,食品饮料,2,2026-07-12,63.42
103762,SKU31846,蔬菜拼盘,火锅食材,3,2026-07-12,16.38
103762,SKU48324,牛肉,肉禽蛋品,1,2026-07-12,19.33
103762,SKU22235,糖粉,烘焙用品,2,2026-07-12,19.75
103763,SKU31708,牛奶,食品饮料,3,2026-04-27,59.36
103763,SKU10191,面包,食品饮料,5,2026-04-27,28.48
103763,SKU26913,橙子,生鲜蔬果,2,2026-04-27,5.22
103764,SKU69376,大米,粮油调味,2,2026-04-22,4.84
103764,SKU12601,食用油,粮油调味,3,2026-04-22,14.8
103764,SKU61490,酱油,粮油调味,2,2026-04-22,28.07
103764,SKU77035,肥牛卷,火锅食材,5,2026-04-22,19.32
103764,SKU31247,白菜,生鲜蔬果,4,2026-04-22,3.54
103765,SKU49540,饼干,食品饮料,5,2026-04-27,39.95
103765,SKU42189,牛奶,食品饮料,2,2026-04-27,41.0
103766,SKU14585,大米,粮油调味,4,2026-01-12,21.19
103766,SKU74245,食用油,粮油调味,5,2026-01-12,79.1
103766,SKU93175,酱油,粮油调味,4,2026-01-12,61.86
103766,SKU70017,酵母,烘焙用品,2,2026-01-12,28.05
103766,SKU60560,鸡翅,肉禽蛋品,2,2026-01-12,49.76
103766,SKU43916,肥牛卷,火锅食材,4,2026-01-12,78.08
103767,SKU40277,苹果,生鲜蔬果,2,2026-09-18,70.22
103767,SKU61507,香蕉,生鲜蔬果,4,2026-09-18,30.91
103767,SKU18207,橙子,生鲜蔬果,5,2026-09-18,75.8
103767,SKU48966,薯片,食品饮料,3,2026-09-18,22.11
103768,SKU36493,洗发水,日化清洁,5,2026-01-04,31.33
103768,SKU86831,沐浴露,日化清洁,4,2026-01-04,10.95
103768,SKU34563,牙膏,日化清洁,3,2026-01-04,71.35
103768,SKU11558,火锅底料,火锅食材,5,2026-01-04,71.24
103768,SKU79868,巧克力,食品饮料,5,2026-01-04,56.74
103768,SKU98227,大米,粮油调味,5,2026-01-04,31.25
103769,SKU16402,洗发水,日化清洁,2,2026-04-17,61.47
103769,SKU62970,沐浴露,日化清洁,3,2026-04-17,52.41
103769,SKU57141,牙膏,日化清洁,3,2026-04-17,74.87
103769,SKU58220,带鱼,肉禽蛋品,1,2026-04-17,69.31
103769,SKU63123,生菜,生鲜蔬果,3,2026-04-17,46.69
103770,SKU11956,醋,粮油调味,1,2026-05-18,42.86
103770,SKU15357,三文鱼,肉禽蛋品,2,2026-05-18,50.24
103771,SKU19057,粉丝,火锅食材,1,2026-09-26,13.41
103771,SKU15924,薯片,食品饮料,4,2026-09-26,47.29
103771,SKU39818,面粉,粮油调味,4,2026-09-26,45.49
103771,SKU36743,辣椒酱,粮油调味,3,2026-09-26,51.34
103771,SKU28720,垃圾袋,日化清洁,4,2026-09-26,69.26
103771,SKU66719,方便面,食品饮料,3,2026-09-26,55.75
103772,SKU26817,可乐,食品饮料,4,2026-03-14,53.57
103772,SKU55129,薯片,食品饮料,2,2026-03-14,29.03
103772,SKU27314,饼干,食品饮料,1,2026-03-14,78.15
103772,SKU82019,垃圾袋,日化清洁,4,2026-03-14,24.6
103773,SKU46466,油纸,烘焙用品,5,2026-05-15,49.11
103773,SKU39322,香蕉,生鲜蔬果,4,2026-05-15,10.59
103773,SKU17347,纸巾,日化清洁,3,2026-05-15,20.44
103774,SKU18313,羊肉卷,火锅食材,3,2026-07-23,3.37
103774,SKU30117,西红柿,生鲜蔬果,2,2026-07-23,32.69
103774,SKU93584,蛋挞皮,烘焙用品,5,2026-07-23,38.05
103774,SKU68653,肥牛卷,火锅食材,1,2026-07-23,4.8
103775,SKU98240,西红柿,生鲜蔬果,2,2026-02-04,75.91
103775,SKU91440,鸡蛋,肉禽蛋品,5,2026-02-04,33.56
103775,SKU18121,黄瓜,生鲜蔬果,5,2026-02-04,75.15
103775,SKU22937,橙子,生鲜蔬果,5,2026-02-04,44.23
103775,SKU80917,虾仁,肉禽蛋品,3,2026-02-04,43.43
103775,SKU99992,醋,粮油调味,5,2026-02-04,26.93
103776,SKU88452,火锅底料,火锅食材,2,2026-06-09,77.22
103776,SKU17749,丸子,火锅食材,4,2026-06-09,79.33
103776,SKU20792,肥牛卷,火锅食材,4,2026-06-09,61.98
103776,SKU33750,薯片,食品饮料,2,2026-06-09,63.57
103777,SKU37772,洗衣液,日化清洁,5,2026-02-16,68.45
103777,SKU52351,虾仁,肉禽蛋品,5,2026-02-16,34.31
103777,SKU63994,胡萝卜,生鲜蔬果,4,2026-02-16,58.4
103777,SKU99766,淡奶油,烘焙用品,3,2026-02-16,48.03
103777,SKU68968,芝士碎,烘焙用品,5,2026-02-16,33.59
103777,SKU94090,糖粉,烘焙用品,5,2026-02-16,39.37
103778,SKU73103,排骨,肉禽蛋品,5,2026-09-12,50.77
103778,SKU77986,胡萝卜,生鲜蔬果,2,2026-09-12,24.73
103778,SKU68150,土豆,生鲜蔬果,1,2026-09-12,43.82
103778,SKU36085,猪肉,肉禽蛋品,1,2026-09-12,74.45
103779,SKU78012,方便面,食品饮料,2,2026-04-16,67.24
103779,SKU18602,糖粉,烘焙用品,1,2026-04-16,21.04
103779,SKU90672,带鱼,肉禽蛋品,3,2026-04-16,76.6
103779,SKU16211,淡奶油,烘焙用品,2,2026-04-16,33.72
103779,SKU27484,料酒,粮油调味,4,2026-04-16,56.28
103780,SKU86971,蘸料,火锅食材,4,2026-01-23,26.67
103780,SKU63564,带鱼,肉禽蛋品,3,2026-01-23,57.67
103780,SKU46524,白菜,生鲜蔬果,2,2026-01-23,60.06
103781,SKU19555,蛋糕粉,烘焙用品,2,2026-02-21,21.49
103781,SKU21003,黄油,烘焙用品,3,2026-02-21,53.85
103781,SKU56070,淡奶油,烘焙用品,3,2026-02-21,16.04
103781,SKU43453,鸡蛋,肉禽蛋品,5,2026-02-21,14.41
103781,SKU99805,洗发水,日化清洁,3,2026-02-21,59.67
103782,SKU60104,洗衣液,日化清洁,1,2026-02-09,43.6
103782,SKU87075,纸巾,日化清洁,5,2026-02-09,72.29
103782,SKU55698,垃圾袋,日化清洁,2,2026-02-09,78.3
103782,SKU42924,虾仁,肉禽蛋品,1,2026-02-09,7.62
103782,SKU49766,沐浴露,日化清洁,1,2026-02-09,30.71
103782,SKU96180,葡萄,生鲜蔬果,5,2026-02-09,63.14
103783,SKU27754,可乐,食品饮料,2,2026-03-23,30.15
103783,SKU11417,带鱼,肉禽蛋品,4,2026-03-23,7.67
103783,SKU95065,粉丝,火锅食材,4,2026-03-23,40.14
103784,SKU94293,蛋糕粉,烘焙用品,4,2026-02-09,71.07
103784,SKU27260,果汁,食品饮料,1,2026-02-09,21.06
103784,SKU39713,虾仁,肉禽蛋品,3,2026-02-09,16.34
103784,SKU70228,辣椒酱,粮油调味,3,2026-02-09,8.35
103784,SKU29914,鸡蛋,肉禽蛋品,4,2026-02-09,48.22
103785,SKU91482,牛奶,食品饮料,2,2026-02-22,25.16
103785,SKU13150,面包,食品饮料,4,2026-02-22,4.03
103785,SKU71852,垃圾袋,日化清洁,1,2026-02-22,15.26
103786,SKU14533,牛奶,食品饮料,2,2026-02-16,37.25
103786,SKU21914,面包,食品饮料,5,2026-02-16,23.87
103786,SKU22125,蘸料,火锅食材,3,2026-02-16,16.09
103786,SKU91016,可乐,食品饮料,5,2026-02-16,65.79
103786,SKU78541,土豆,生鲜蔬果,4,2026-02-16,12.45
103787,SKU81158,可乐,食品饮料,2,2026-07-24,35.55
103787,SKU97703,薯片,食品饮料,4,2026-07-24,24.0
103787,SKU54312,饼干,食品饮料,4,2026-07-24,51.94
103787,SKU52468,牛肉,肉禽蛋品,1,2026-07-24,24.9
103787,SKU10689,肥皂,日化清洁,4,2026-07-24,47.26
103787,SKU30973,淡奶油,烘焙用品,4,2026-07-24,74.66
103788,SKU71616,排骨,肉禽蛋品,5,2026-09-12,79.86
103788,SKU19659,胡萝卜,生鲜蔬果,1,2026-09-12,65.4
103788,SKU63850,土豆,生鲜蔬果,2,2026-09-12,73.47
103788,SKU47869,面粉,粮油调味,2,2026-09-12,30.01
103788,SKU40465,生菜,生鲜蔬果,2,2026-09-12,77.82
103789,SKU72929,蛋糕粉,烘焙用品,3,2026-04-04,27.64
103789,SKU36844,黄油,烘焙用品,5,2026-04-04,63.77
103789,SKU84286,淡奶油,烘焙用品,5,2026-04-04,60.41
103789,SKU85840,鸡蛋,肉禽蛋品,1,2026-04-04,24.49
103789,SKU21722,肥牛卷,火锅食材,4,2026-04-04,49.75
103789,SKU37488,橙子,生鲜蔬果,1,2026-04-04,21.41
103789,SKU87054,芝士碎,烘焙用品,2,2026-04-04,66.81
103790,SKU67551,洗发水,日化清洁,5,2026-02-13,38.64
103790,SKU43735,沐浴露,日化清洁,1,2026-02-13,63.09
103790,SKU88318,牙膏,日化清洁,3,2026-02-13,68.21
103790,SKU51980,西红柿,生鲜蔬果,2,2026-02-13,61.49
103790,SKU95013,大米,粮油调味,4,2026-02-13,36.89
103791,SKU64288,带鱼,肉禽蛋品,3,2026-02-10,14.91
103791,SKU74028,蛋糕粉,烘焙用品,2,2026-02-10,29.77
103791,SKU83071,土豆,生鲜蔬果,3,2026-02-10,5.95
103791,SKU54212,香蕉,生鲜蔬果,5,2026-02-10,69.32
103791,SKU44804,沐浴露,日化清洁,1,2026-02-10,37.13
103792,SKU33723,豆腐,火锅食材,3,2026-05-10,44.65
103792,SKU56059,蔬菜拼盘,火锅食材,2,2026-05-10,62.73
103792,SKU39893,鸡翅,肉禽蛋品,3,2026-05-10,14.14
103793,SKU77170,牛奶,食品饮料,4,2026-08-07,50.56
103793,SKU37374,面包,食品饮料,5,2026-08-07,6.45
103793,SKU16938,鸡肉,肉禽蛋品,5,2026-08-07,56.41
103793,SKU24107,羊肉卷,火锅食材,1,2026-08-07,33.54
103794,SKU44451,白菜,生鲜蔬果,3,2026-01-11,3.36
103794,SKU71278,油纸,烘焙用品,5,2026-01-11,36.03
103794,SKU66843,黄油,烘焙用品,1,2026-01-11,69.35
103794,SKU41644,排骨,肉禽蛋品,5,2026-01-11,7.57
103795,SKU24102,火锅底料,火锅食材,1,2026-04-18,6.55
103795,SKU78895,丸子,火锅食材,1,2026-04-18,24.47
103795,SKU99949,肥牛卷,火锅食材,5,2026-04-18,13.62
103795,SKU12975,酱油,粮油调味,4,2026-04-18,45.72
103796,SKU92419,醋,粮油调味,4,2026-09-27,49.35
103796,SKU11831,粉丝,火锅食材,4,2026-09-27,51.84
103796,SKU38956,蚝油,粮油调味,5,2026-09-27,35.91
103796,SKU30346,拖把,日化清洁,2,2026-09-27,43.03
103796,SKU37466,面包,食品饮料,2,2026-09-27,55.63
103797,SKU99015,牛奶,食品饮料,4,2026-09-21,27.39
103797,SKU70959,肥皂,日化清洁,4,2026-09-21,78.59
103797,SKU27309,料酒,粮油调味,1,2026-09-21,28.66
103798,SKU67840,蘸料,火锅食材,3,2026-06-01,69.64
103798,SKU70974,糖粉,烘焙用品,4,2026-06-01,34.28
103798,SKU76113,带鱼,肉禽蛋品,5,2026-06-01,73.34
103798,SKU11302,香蕉,生鲜蔬果,4,2026-06-01,12.46
103798,SKU75882,淡奶油,烘焙用品,5,2026-06-01,51.24
103798,SKU27179,黄油,烘焙用品,2,2026-06-01,49.43
103799,SKU76600,可乐,食品饮料,5,2026-01-02,28.76
103799,SKU59276,薯片,食品饮料,5,2026-01-02,44.64
103799,SKU75716,饼干,食品饮料,3,2026-01-02,36.83
103799,SKU41770,鸡翅,肉禽蛋品,5,2026-01-02,61.64
103800,SKU74784,芝士碎,烘焙用品,5,2026-07-15,56.97
103800,SKU38531,生菜,生鲜蔬果,3,2026-07-15,3.63
103801,SKU36806,葡萄,生鲜蔬果,1,2026-09-03,9.8
103801,SKU10829,面包,食品饮料,1,2026-09-03,30.19
103801,SKU79844,白糖,粮油调味,1,2026-09-03,60.91
103801,SKU34934,蔬菜拼盘,火锅食材,2,2026-09-03,31.56
103802,SKU18288,果汁,食品饮料,3,2026-05-23,73.49
103802,SKU49533,酱油,粮油调味,4,2026-05-23,75.88
103802,SKU69147,牙膏,日化清洁,2,2026-05-23,71.01
103802,SKU78381,豆腐,火锅食材,4,2026-05-23,5.17
103802,SKU57049,蛋糕粉,烘焙用品,2,2026-05-23,17.39
103802,SKU77042,生菜,生鲜蔬果,4,2026-05-23,55.3
103803,SKU63349,大米,粮油调味,3,2026-02-23,54.92
103803,SKU66040,食用油,粮油调味,5,2026-02-23,17.64
103803,SKU34083,酱油,粮油调味,1,2026-02-23,23.04
103803,SKU86244,辣椒酱,粮油调味,3,2026-02-23,47.1
103803,SKU99222,垃圾袋,日化清洁,1,2026-02-23,22.88
103803,SKU41692,带鱼,肉禽蛋品,1,2026-02-23,8.31
103804,SKU50306,鸭血,火锅食材,3,2026-06-24,65.8
103804,SKU50716,猪肉,肉禽蛋品,3,2026-06-24,41.22
103804,SKU33987,蔬菜拼盘,火锅食材,2,2026-06-24,27.02
103804,SKU92618,果汁,食品饮料,3,2026-06-24,48.5
103804,SKU30445,牛奶,食品饮料,1,2026-06-24,15.14
103804,SKU86377,酱油,粮油调味,5,2026-06-24,34.03
103805,SKU80594,毛肚,火锅食材,1,2026-06-05,36.51
103805,SKU55387,大米,粮油调味,4,2026-06-05,45.55
103805,SKU15626,鸡蛋,肉禽蛋品,2,2026-06-05,10.59
103806,SKU70494,苹果,生鲜蔬果,3,2026-01-23,68.35
103806,SKU49872,胡萝卜,生鲜蔬果,1,2026-01-23,52.76
103806,SKU21085,盐,粮油调味,3,2026-01-23,64.47
103806,SKU29469,酱油,粮油调味,3,2026-01-23,42.25
103807,SKU78442,牛奶,食品饮料,5,2026-05-25,27.97
103807,SKU52713,面包,食品饮料,5,2026-05-25,31.06
103807,SKU38852,洗发水,日化清洁,4,2026-05-25,19.09
103808,SKU27761,可乐,食品饮料,3,2026-08-09,30.33
103808,SKU59114,薯片,食品饮料,4,2026-08-09,15.12
103808,SKU44845,饼干,食品饮料,5,2026-08-09,50.1
103808,SKU51535,蔬菜拼盘,火锅食材,2,2026-08-09,67.88
103809,SKU71766,洗衣液,日化清洁,2,2026-04-26,76.01
103809,SKU73689,淡奶油,烘焙用品,1,2026-04-26,22.04
103809,SKU76008,排骨,肉禽蛋品,5,2026-04-26,45.91
103809,SKU72156,油纸,烘焙用品,5,2026-04-26,63.21
103810,SKU73351,牛奶,食品饮料,2,2026-04-13,39.32
103810,SKU81083,面包,食品饮料,2,2026-04-13,39.05
103810,SKU49431,沐浴露,日化清洁,1,2026-04-13,12.46
103811,SKU18000,土豆,生鲜蔬果,1,2026-05-18,46.83
103811,SKU52140,纸巾,日化清洁,2,2026-05-18,29.34
103811,SKU29992,带鱼,肉禽蛋品,5,2026-05-18,38.18
103811,SKU36091,鸡肉,肉禽蛋品,3,2026-05-18,69.76
103811,SKU12912,可乐,食品饮料,1,2026-05-18,78.85
103811,SKU14087,果汁,食品饮料,2,2026-05-18,15.05
103812,SKU36344,沐浴露,日化清洁,3,2026-04-15,52.29
103812,SKU10022,矿泉水,食品饮料,3,2026-04-15,62.89
103812,SKU99777,香蕉,生鲜蔬果,1,2026-04-15,35.15
103813,SKU39988,酵母,烘焙用品,5,2026-08-18,71.83
103813,SKU91315,苹果,生鲜蔬果,2,2026-08-18,41.46
103814,SKU19122,大米,粮油调味,2,2026-09-13,57.67
103814,SKU44100,食用油,粮油调味,3,2026-09-13,33.85
103814,SKU83909,酱油,粮油调味,5,2026-09-13,71.78
103814,SKU31856,土豆,生鲜蔬果,2,2026-09-13,16.35
103815,SKU20432,纸巾,日化清洁,3,2026-01-26,69.21
103815,SKU67364,面粉,粮油调味,5,2026-01-26,65.42
103816,SKU62479,洗衣液,日化清洁,1,2026-08-20,69.3
103816,SKU15791,土豆,生鲜蔬果,2,2026-08-20,13.81
103816,SKU74678,矿泉水,食品饮料,1,2026-08-20,75.16
103816,SKU70930,油纸,烘焙用品,3,2026-08-20,50.07
103816,SKU94538,苹果,生鲜蔬果,3,2026-08-20,64.84
103817,SKU73544,蚝油,粮油调味,3,2026-01-20,52.38
103817,SKU92571,淡奶油,烘焙用品,1,2026-01-20,38.73
103817,SKU16707,土豆,生鲜蔬果,1,2026-01-20,35.3
103818,SKU30921,鸡翅,肉禽蛋品,1,2026-06-16,59.28
103818,SKU30815,火锅底料,火锅食材,3,2026-06-16,48.63
103818,SKU21215,白糖,粮油调味,2,2026-06-16,73.5
103818,SKU80241,酸奶,食品饮料,5,2026-06-16,57.39
103819,SKU19243,可乐,食品饮料,3,2026-08-26,23.68
103819,SKU63920,薯片,食品饮料,4,2026-08-26,49.84
103819,SKU11903,饼干,食品饮料,1,2026-08-26,19.57
103819,SKU80938,果汁,食品饮料,2,2026-08-26,23.14
103820,SKU91976,蚝油,粮油调味,2,2026-05-20,78.06
103820,SKU41726,排骨,肉禽蛋品,4,2026-05-20,51.98
103820,SKU89387,洗衣液,日化清洁,5,2026-05-20,21.77
103820,SKU23267,香蕉,生鲜蔬果,1,2026-05-20,68.99
103821,SKU85771,苹果,生鲜蔬果,4,2026-07-12,13.36
103821,SKU74836,香蕉,生鲜蔬果,3,2026-07-12,64.51
103821,SKU93083,橙子,生鲜蔬果,5,2026-07-12,28.75
103821,SKU30577,蔬菜拼盘,火锅食材,4,2026-07-12,7.58
103821,SKU87998,白菜,生鲜蔬果,3,2026-07-12,7.68
103822,SKU34339,土豆,生鲜蔬果,4,2026-04-07,62.32
103822,SKU38136,虾仁,肉禽蛋品,2,2026-04-07,4.03
103822,SKU31197,橙子,生鲜蔬果,5,2026-04-07,24.76
103823,SKU29630,苹果,生鲜蔬果,4,2026-09-04,74.56
103823,SKU59354,香蕉,生鲜蔬果,2,2026-09-04,14.15
103823,SKU37500,橙子,生鲜蔬果,1,2026-09-04,78.18
103823,SKU25584,鸭血,火锅食材,5,2026-09-04,14.97
103823,SKU10976,洗衣液,日化清洁,5,2026-09-04,34.79
103824,SKU83903,肥皂,日化清洁,2,2026-06-26,6.61
103824,SKU32609,洗衣液,日化清洁,5,2026-06-26,50.81
103824,SKU97229,生菜,生鲜蔬果,5,2026-06-26,25.88
103825,SKU19470,肥牛卷,火锅食材,3,2026-07-10,32.1
103825,SKU27915,土豆,生鲜蔬果,3,2026-07-10,30.67
103825,SKU30081,火锅底料,火锅食材,4,2026-07-10,72.05
103825,SKU23503,料酒,粮油调味,1,2026-07-10,33.75
103825,SKU73568,果汁,食品饮料,5,2026-07-10,70.87
103826,SKU16434,鸭蛋,肉禽蛋品,3,2026-06-27,68.03
103826,SKU75123,黄瓜,生鲜蔬果,4,2026-06-27,27.81
103826,SKU29201,面包,食品饮料,5,2026-06-27,60.2
103826,SKU17348,洗洁精,日化清洁,5,2026-06-27,14.3
103827,SKU68203,可乐,食品饮料,5,2026-09-17,69.87
103827,SKU67450,薯片,食品饮料,1,2026-09-17,68.04
103827,SKU82654,饼干,食品饮料,3,2026-09-17,50.19
103827,SKU11755,胡萝卜,生鲜蔬果,5,2026-09-17,65.35
103827,SKU15169,鸡蛋,肉禽蛋品,4,2026-09-17,10.04
103828,SKU70902,洗衣液,日化清洁,3,2026-03-28,36.26
103828,SKU51546,纸巾,日化清洁,4,2026-03-28,69.25
103828,SKU63855,垃圾袋,日化清洁,2,2026-03-28,11.87
103828,SKU30621,肥皂,日化清洁,2,2026-03-28,31.29
103829,SKU50181,大米,粮油调味,4,2026-05-24,78.71
103829,SKU77123,食用油,粮油调味,4,2026-05-24,43.65
103829,SKU51503,酱油,粮油调味,5,2026-05-24,10.5
103829,SKU91624,香草精,烘焙用品,3,2026-05-24,51.01
103830,SKU48767,排骨,肉禽蛋品,5,2026-09-19,4.62
103830,SKU31164,巧克力,食品饮料,2,2026-09-19,15.22
103830,SKU71475,三文鱼,肉禽蛋品,1,2026-09-19,63.14
103830,SKU11594,洗衣液,日化清洁,2,2026-09-19,64.45
103831,SKU91700,蛋糕粉,烘焙用品,2,2026-01-04,13.09
103831,SKU27529,黄油,烘焙用品,1,2026-01-04,61.41
103831,SKU23183,淡奶油,烘焙用品,1,2026-01-04,23.33
103831,SKU85061,鸡蛋,肉禽蛋品,4,2026-01-04,48.3
103831,SKU48229,食用油,粮油调味,3,2026-01-04,19.91
103832,SKU89513,鸭血,火锅食材,4,2026-04-01,36.19
103832,SKU53302,矿泉水,食品饮料,1,2026-04-01,21.77
103833,SKU35576,牛奶,食品饮料,1,2026-02-21,22.03
103833,SKU56626,面包,食品饮料,4,2026-02-21,59.93
103833,SKU16911,白糖,粮油调味,4,2026-02-21,14.42
103833,SKU19317,料酒,粮油调味,4,2026-02-21,18.51
103833,SKU64107,辣椒酱,粮油调味,3,2026-02-21,67.49
103834,SKU63092,牛奶,食品饮料,3,2026-08-28,43.96
103834,SKU22655,毛肚,火锅食材,2,2026-08-28,75.92
103834,SKU76043,蛋挞皮,烘焙用品,4,2026-08-28,69.42
103835,SKU47043,洗衣液,日化清洁,4,2026-01-07,19.26
103835,SKU48647,纸巾,日化清洁,1,2026-01-07,59.37
103835,SKU19535,垃圾袋,日化清洁,4,2026-01-07,30.55
103835,SKU96794,糖粉,烘焙用品,3,2026-01-07,67.58
103835,SKU39484,薯片,食品饮料,4,2026-01-07,50.88
103835,SKU85808,大米,粮油调味,2,2026-01-07,17.43
103836,SKU18928,大米,粮油调味,1,2026-02-23,49.86
103836,SKU71388,毛肚,火锅食材,5,2026-02-23,79.96
103837,SKU25158,苹果,生鲜蔬果,4,2026-08-23,52.77
103837,SKU63002,香蕉,生鲜蔬果,4,2026-08-23,48.49
103837,SKU93051,橙子,生鲜蔬果,4,2026-08-23,42.94
103837,SKU62002,豆腐,火锅食材,5,2026-08-23,36.7
103837,SKU20512,酱油,粮油调味,4,2026-08-23,12.46
103837,SKU47075,肥牛卷,火锅食材,4,2026-08-23,40.67
103838,SKU73080,可乐,食品饮料,2,2026-05-10,75.96
103838,SKU88644,薯片,食品饮料,3,2026-05-10,79.58
103838,SKU79851,饼干,食品饮料,5,2026-05-10,17.14
103838,SKU80607,香草精,烘焙用品,1,2026-05-10,19.61
103839,SKU97492,酱油,粮油调味,3,2026-02-17,41.66
103839,SKU34800,垃圾袋,日化清洁,3,2026-02-17,27.4
103840,SKU24105,牛奶,食品饮料,5,2026-06-06,9.45
103840,SKU58709,面包,食品饮料,1,2026-06-06,23.38
103840,SKU17258,鸡蛋,肉禽蛋品,2,2026-06-06,41.37
103840,SKU42944,矿泉水,食品饮料,3,2026-06-06,30.4
103841,SKU33132,食用油,粮油调味,2,2026-06-09,43.67
103841,SKU30065,葡萄,生鲜蔬果,4,2026-06-09,27.57
103842,SKU14265,苹果,生鲜蔬果,2,2026-05-15,18.02
103842,SKU25890,香蕉,生鲜蔬果,1,2026-05-15,49.13
103842,SKU99497,橙子,生鲜蔬果,1,2026-05-15,19.81
103842,SKU20892,黄油,烘焙用品,5,2026-05-15,69.54
103843,SKU29827,排骨,肉禽蛋品,5,2026-03-27,22.59
103843,SKU21413,胡萝卜,生鲜蔬果,3,2026-03-27,56.75
103843,SKU72121,土豆,生鲜蔬果,5,2026-03-27,60.84
103843,SKU30625,芝士碎,烘焙用品,3,2026-03-27,74.59
103843,SKU53038,鸡肉,肉禽蛋品,2,2026-03-27,12.25
103843,SKU21473,沐浴露,日化清洁,5,2026-03-27,19.62
103844,SKU25371,肥牛卷,火锅食材,1,2026-04-06,50.97
103844,SKU80099,白菜,生鲜蔬果,5,2026-04-06,10.2
103844,SKU62679,盐,粮油调味,3,2026-04-06,26.76
103844,SKU67631,果汁,食品饮料,2,2026-04-06,52.16
103845,SKU82551,油纸,烘焙用品,1,2026-05-17,39.87
103845,SKU72793,醋,粮油调味,3,2026-05-17,13.38
103846,SKU62796,洗发水,日化清洁,1,2026-07-10,48.49
103846,SKU97216,沐浴露,日化清洁,1,2026-07-10,40.53
103846,SKU62271,牙膏,日化清洁,3,2026-07-10,55.84
103846,SKU47136,拖把,日化清洁,5,2026-07-10,14.45
103846,SKU16552,洗衣液,日化清洁,2,2026-07-10,53.63
103847,SKU20751,蛋糕粉,烘焙用品,1,2026-01-08,13.62
103847,SKU23298,排骨,肉禽蛋品,1,2026-01-08,72.32
103848,SKU76903,西红柿,生鲜蔬果,2,2026-08-02,39.66
103848,SKU25468,鸡蛋,肉禽蛋品,1,2026-08-02,31.77
103848,SKU26830,黄瓜,生鲜蔬果,4,2026-08-02,59.07
103848,SKU41715,羊肉卷,火锅食材,1,2026-08-02,41.47
103848,SKU17362,蔬菜拼盘,火锅食材,5,2026-08-02,68.43
103848,SKU39817,火锅底料,火锅食材,1,2026-08-02,35.05
103849,SKU61848,大米,粮油调味,4,2026-02-14,11.61
103849,SKU43579,食用油,粮油调味,4,2026-02-14,36.44
103849,SKU60427,酱油,粮油调味,1,2026-02-14,55.83
103849,SKU81847,生菜,生鲜蔬果,1,2026-02-14,34.19
103849,SKU99100,橙子,生鲜蔬果,3,2026-02-14,70.29
103849,SKU47613,香草精,烘焙用品,5,2026-02-14,44.65
103850,SKU56404,洗发水,日化清洁,5,2026-05-09,34.11
103850,SKU83270,葡萄,生鲜蔬果,2,2026-05-09,41.66
103850,SKU32562,饼干,食品饮料,3,2026-05-09,27.35
103850,SKU33266,毛肚,火锅食材,4,2026-05-09,28.4
103851,SKU22035,牛奶,食品饮料,3,2026-08-14,67.52
103851,SKU37893,鸡蛋,肉禽蛋品,4,2026-08-14,66.89
103851,SKU29832,洗发水,日化清洁,2,2026-08-14,9.82
103851,SKU24321,肥皂,日化清洁,4,2026-08-14,76.32
103851,SKU58524,食用油,粮油调味,5,2026-08-14,34.75
103852,SKU87312,矿泉水,食品饮料,3,2026-01-28,35.09
103852,SKU18307,洗洁精,日化清洁,4,2026-01-28,73.74
103852,SKU95558,豆腐,火锅食材,1,2026-01-28,25.25
103853,SKU90777,酱油,粮油调味,2,2026-07-17,18.86
103853,SKU78148,芝士碎,烘焙用品,2,2026-07-17,43.85
103853,SKU12155,牛奶,食品饮料,4,2026-07-17,3.89
103853,SKU20759,矿泉水,食品饮料,3,2026-07-17,13.45
103853,SKU72403,食用油,粮油调味,2,2026-07-17,33.36
103853,SKU62820,粉丝,火锅食材,2,2026-07-17,28.22
103854,SKU30310,火锅底料,火锅食材,5,2026-02-17,38.98
103854,SKU92850,丸子,火锅食材,4,2026-02-17,11.75
103854,SKU32335,肥牛卷,火锅食材,3,2026-02-17,39.01
103854,SKU59216,面包,食品饮料,1,2026-02-17,62.13
103854,SKU69606,黄瓜,生鲜蔬果,2,2026-02-17,39.36
103854,SKU34126,饼干,食品饮料,2,2026-02-17,21.57
